Track ID,Entry Time (s),Exit Time (s),Movement Tracks
1063,635.84,662.88,"[[775, 379], [769, 380], [763, 381], [755, 381], [745, 381], [732, 380], [723, 380], [718, 380], [713, 379], [711, 379], [707, 378], [705, 378], [702, 378], [699, 377], [694, 377], [690, 377], [685, 377], [681, 378], [676, 378], [670, 379], [664, 380], [657, 382], [649, 384], [641, 384], [633, 385], [624, 385], [614, 385], [607, 385], [598, 385], [590, 385], [580, 379], [572, 382], [557, 383], [549, 381], [542, 378], [530, 377], [521, 376], [513, 375], [503, 374], [487, 375], [481, 375], [480, 374], [474, 373], [466, 372], [458, 371], [452, 369], [445, 367], [440, 366], [436, 365], [433, 365], [432, 364], [434, 363], [435, 360], [438, 353], [440, 349], [439, 345], [441, 344], [449, 343], [459, 342], [467, 342], [472, 341], [473, 339], [474, 336], [474, 334], [479, 331], [483, 329], [488, 327], [489, 326], [489, 327], [487, 327], [485, 327], [483, 327], [481, 328], [481, 328], [481, 328], [481, 328], [482, 328], [486, 328], [489, 328], [493, 328], [496, 326], [496, 325], [497, 324], [497, 323], [497, 323], [497, 323], [497, 323], [497, 323], [496, 323], [495, 323], [496, 323], [495, 324], [493, 324], [493, 324], [492, 324], [492, 324], [492, 324], [492, 324], [492, 324], [493, 324], [493, 324], [494, 324], [495, 324], [494, 324], [494, 324], [494, 324], [494, 324], [493, 324], [492, 324], [492, 324], [492, 324], [492, 324], [492, 324], [492, 324], [492, 324], [491, 324], [492, 324], [491, 324], [491, 324], [491, 324], [490, 324], [490, 324], [490, 324], [491, 324], [491, 324], [491, 324], [491, 324], [492, 324], [492, 324], [492, 324], [493, 324], [493, 324], [493, 324], [493, 324], [493, 324], [493, 324], [493, 324], [493, 325], [493, 324], [493, 324], [493, 324], [493, 324], [493, 324], [493, 324], [493, 325], [493, 325], [493, 325], [493, 324], [493, 324], [493, 324], [492, 324], [492, 324], [492, 323], [492, 324], [491, 324], [491, 323], [492, 323], [491, 324], [491, 323], [490, 323], [490, 323], [490, 323], [490, 323], [490, 323], [490, 323], [490, 323], [490, 323], [491, 323], [491, 323], [491, 323], [491, 323], [492, 323], [492, 323], [492, 323], [492, 323], [493, 323], [493, 323], [493, 323], [492, 323], [492, 323], [492, 323], [492, 323], [492, 323], [491, 323], [492, 323], [492, 323], [492, 323], [492, 323], [492, 323], [492, 323], [493, 323], [493, 323], [493, 323], [492, 324], [492, 324], [492, 324], [492, 324], [492, 324], [493, 324], [493, 327], [494, 329], [494, 330], [493, 330], [493, 331], [493, 331], [494, 331], [493, 331], [493, 331], [493, 330], [492, 330], [492, 330], [492, 330], [493, 330], [493, 330], [492, 328], [492, 326], [491, 325], [492, 325], [492, 324], [493, 324], [493, 324], [492, 324], [492, 324], [491, 323], [492, 323], [492, 324], [492, 324], [492, 324], [489, 324], [487, 324], [487, 327], [488, 282], [486, 255], [482, 246], [479, 243], [478, 244], [480, 243], [483, 241], [486, 216], [487, 222]]"
1064,655.36,662.88,"[[737, 348], [731, 350], [725, 350], [717, 350], [709, 351], [703, 352], [699, 352], [697, 352], [694, 353], [691, 355], [691, 356], [691, 357], [692, 357], [692, 357], [693, 359], [693, 360], [691, 362], [689, 363], [685, 364], [681, 364], [678, 365], [673, 366], [671, 367], [669, 369], [669, 369], [669, 372], [668, 372], [664, 373], [659, 374], [654, 375], [648, 375], [641, 376], [632, 377], [622, 378], [612, 378], [603, 378], [595, 378], [586, 378], [575, 378], [561, 379], [560, 379], [550, 379], [551, 380], [551, 380], [553, 379], [554, 379], [555, 379], [559, 379], [564, 380], [567, 380], [569, 380], [572, 381], [576, 382], [574, 383], [577, 372], [584, 373], [592, 378], [602, 385], [610, 388], [618, 389], [624, 391], [628, 392], [631, 393], [634, 394], [635, 394], [635, 395], [636, 396], [637, 399], [638, 401], [638, 403], [639, 403], [641, 404], [642, 407], [641, 411], [641, 415], [642, 418], [648, 425], [657, 432], [669, 439], [686, 445], [703, 448], [722, 453], [739, 457], [767, 463], [781, 471], [792, 481], [802, 494], [810, 503], [821, 518]]"
1123,666.8,692.48,"[[770, 363], [760, 357], [750, 354], [737, 355], [721, 355], [708, 357], [694, 359], [679, 360], [666, 361], [656, 361], [648, 361], [642, 361], [635, 364], [629, 367], [625, 369], [624, 371], [623, 373], [621, 374], [620, 376], [617, 380], [615, 385], [611, 389], [605, 392], [599, 395], [595, 397], [592, 400], [587, 406], [586, 412], [587, 420], [595, 427], [605, 431], [613, 435], [615, 441], [622, 447], [644, 456], [652, 470], [654, 486], [652, 501], [644, 514]]"
1160,675.84,692.48,"[[792, 366], [789, 364], [788, 363], [786, 363], [785, 365], [783, 367], [780, 368], [775, 367], [772, 368], [770, 368], [769, 370], [767, 372], [763, 373], [754, 375], [747, 375], [738, 375], [727, 375], [720, 375], [713, 374], [708, 374], [704, 374], [700, 374], [696, 375], [694, 376], [692, 376], [691, 378], [690, 381], [689, 382], [689, 384], [690, 385], [692, 386], [692, 387], [690, 389], [687, 390], [682, 391], [677, 392], [670, 393], [662, 394], [655, 394], [648, 392], [640, 392], [633, 392], [632, 393], [630, 393], [623, 394], [615, 395], [607, 397], [601, 398], [591, 399], [582, 400], [573, 402], [565, 403], [563, 404], [554, 404], [544, 404], [536, 404], [528, 404], [521, 403], [513, 402], [507, 402], [502, 401], [498, 401], [493, 401], [487, 400], [481, 399], [474, 398], [467, 397], [459, 397], [451, 396], [445, 396], [440, 396], [439, 396], [439, 396], [440, 396], [446, 395], [451, 395], [458, 395], [468, 394], [478, 393], [484, 393], [493, 392], [505, 392], [513, 392], [517, 390], [521, 388], [524, 386], [526, 385], [528, 383], [529, 381], [530, 380], [532, 377], [533, 376], [536, 375], [539, 374], [544, 375], [550, 376], [557, 376], [567, 373], [579, 375], [594, 375], [610, 375], [624, 376], [634, 376], [637, 375], [638, 376], [640, 375], [662, 375], [680, 377], [692, 376], [702, 375], [710, 374], [716, 373], [718, 372], [718, 373], [733, 372], [745, 371], [757, 372], [767, 372], [777, 371], [787, 371], [797, 370], [801, 370], [805, 370], [807, 369], [807, 369], [806, 368], [806, 368], [806, 368], [802, 369], [799, 369], [798, 370], [798, 369], [802, 369], [807, 368], [810, 368], [813, 367], [814, 367], [818, 367], [807, 366], [818, 367], [823, 367], [825, 367], [824, 366], [823, 366], [820, 366], [817, 367], [814, 367], [810, 366], [806, 365], [800, 364], [800, 363], [797, 363], [803, 363], [804, 362], [807, 361], [809, 361], [812, 359], [813, 359], [813, 359], [804, 359], [794, 358], [808, 359], [824, 359], [834, 359], [839, 360], [844, 361], [848, 364], [835, 365], [830, 363], [825, 359], [822, 354], [819, 354], [815, 359], [813, 363], [810, 366], [808, 367], [808, 362], [808, 366], [812, 366], [813, 363], [814, 368], [812, 368], [807, 367], [804, 367], [798, 368], [791, 371], [784, 375], [777, 380], [774, 381], [766, 378], [759, 374], [752, 366], [746, 342], [738, 318], [724, 306], [718, 307], [706, 319], [689, 302], [671, 289], [646, 277], [630, 275], [611, 275], [596, 281], [574, 291], [562, 295], [558, 295], [550, 293], [508, 270], [489, 277], [474, 281], [462, 281], [457, 278], [446, 266], [438, 266], [428, 271], [424, 298], [422, 308], [420, 312], [419, 313], [419, 314], [419, 313], [418, 312], [417, 310], [414, 308], [407, 306], [400, 305], [390, 304], [383, 295]]"
1190,682.8,692.48,"[[779, 385], [772, 384], [764, 382], [758, 383], [752, 383], [744, 384], [739, 385], [729, 385], [716, 386], [703, 385], [692, 386], [685, 388], [679, 388], [671, 377], [576, 374], [572, 374], [567, 374], [561, 375], [555, 375], [549, 372], [547, 370], [545, 371], [541, 370], [539, 347], [538, 329]]"
1188,684.0,692.48,"[[783, 374], [776, 373], [765, 374], [756, 376], [752, 377], [747, 377], [742, 366], [745, 364], [729, 359], [727, 359], [723, 358], [717, 357], [704, 356], [695, 359], [682, 357], [673, 359], [656, 359], [640, 360], [631, 359], [617, 359], [604, 358], [588, 359], [568, 359], [558, 360], [549, 361], [535, 361], [527, 361], [511, 359], [502, 357], [492, 357], [479, 357], [471, 356], [464, 356], [454, 355], [445, 353], [440, 353], [435, 353], [433, 353], [432, 352], [432, 351], [429, 348], [424, 344], [424, 335], [428, 322], [431, 255], [440, 224], [439, 220], [436, 220], [430, 223], [425, 226], [419, 222], [414, 216], [411, 211], [409, 204], [407, 200], [405, 200], [404, 226], [403, 214], [404, 207], [405, 191], [406, 176], [406, 167], [405, 163], [403, 161], [399, 162], [396, 161], [391, 156], [385, 151], [380, 144], [376, 126], [370, 112], [365, 103], [360, 101], [354, 97], [348, 92], [341, 78], [336, 66], [331, 61], [325, 63]]"
1224,692.0,692.48,"[[785, 374], [779, 372], [772, 370], [764, 368], [755, 368], [747, 370], [742, 368], [730, 343], [717, 330], [709, 326], [702, 325], [686, 309], [667, 293], [642, 281], [615, 280], [600, 279], [582, 293], [573, 298], [562, 300], [556, 302], [549, 298], [473, 293], [455, 292], [442, 303], [428, 311], [420, 312], [410, 303], [409, 309], [406, 309], [393, 313], [383, 312], [372, 313], [365, 323], [360, 329], [354, 334], [350, 333], [350, 333], [344, 325], [340, 307], [338, 291], [325, 282], [322, 283], [321, 277], [317, 273], [310, 268], [306, 263], [303, 260], [300, 258], [296, 257], [294, 254], [292, 246], [292, 237], [292, 212], [291, 197], [287, 194], [285, 197], [282, 196], [276, 189], [271, 185], [266, 183], [263, 187], [262, 188], [260, 188], [258, 188], [255, 184], [254, 175], [252, 162], [253, 137], [249, 132], [242, 115], [230, 108], [217, 106], [205, 105], [201, 106], [195, 108], [181, 105], [171, 104], [165, 104], [161, 108], [159, 108], [154, 109], [148, 110], [141, 110], [140, 110], [128, 112], [120, 104], [113, 107], [106, 110], [111, 111], [97, 112], [89, 112], [84, 113], [82, 113], [80, 113], [74, 113], [68, 110], [61, 103], [54, 95], [46, 92], [42, 84], [41, 89], [41, 90], [39, 89], [33, 86], [28, 88], [21, 85], [20, 86], [24, 92], [24, 94], [23, 94]]"
1235,693.2,693.84,"[[785, 363], [777, 362], [768, 362], [760, 363], [754, 365], [747, 366], [739, 367], [732, 367], [723, 367], [714, 367], [702, 357], [691, 348], [478, 276], [469, 280], [461, 283], [455, 296], [445, 304], [434, 308], [424, 310], [415, 309], [405, 310], [398, 312], [391, 316], [385, 320], [380, 318], [376, 317], [373, 321], [369, 325], [368, 333], [367, 322], [366, 313], [364, 297], [361, 284], [357, 275], [352, 268], [351, 264], [350, 261], [346, 258], [342, 254], [337, 251], [334, 249], [332, 248], [332, 248], [326, 247], [322, 244], [318, 240], [316, 229], [314, 219], [311, 208], [308, 199], [304, 196], [301, 202], [297, 201], [292, 192], [289, 187], [284, 185], [280, 184], [277, 184], [275, 184], [272, 183], [271, 187], [265, 175], [262, 161], [260, 165], [257, 162], [253, 166], [251, 169], [245, 166], [236, 158], [231, 153], [223, 147], [207, 111], [199, 96], [193, 93], [187, 90], [181, 93]]"
1237,695.6,716.0,"[[777, 381], [770, 385], [759, 385], [750, 384], [742, 384], [734, 382], [730, 378], [726, 384], [721, 375], [715, 366]]"
1255,696.96,716.0,"[[760, 384], [750, 377]]"
1240,697.76,716.0,"[[777, 373], [768, 372], [761, 373], [756, 373], [753, 374], [745, 374], [741, 374], [735, 374], [726, 373], [720, 353], [706, 321], [691, 305], [677, 294], [661, 289], [626, 283], [609, 282], [598, 281], [596, 283], [592, 284], [585, 284], [576, 282], [567, 281], [566, 281], [568, 281], [567, 281], [567, 281], [567, 281], [567, 277], [565, 272], [563, 269], [560, 268]]"
1260,699.2,716.0,"[[782, 361], [770, 361], [756, 360], [743, 360], [733, 337], [723, 335], [715, 342], [706, 346], [693, 310], [679, 291], [663, 280], [661, 279], [652, 279], [634, 275], [607, 273], [584, 272], [574, 273], [569, 273], [566, 272], [562, 270], [556, 271], [550, 269], [565, 276], [569, 279], [570, 281], [570, 281], [570, 282], [571, 283], [573, 283], [573, 280]]"
1276,700.48,716.0,"[[781, 352], [772, 351], [764, 352], [753, 352], [739, 353], [723, 346], [708, 315], [700, 292], [691, 282], [676, 269], [662, 263], [652, 262], [651, 264], [635, 261], [617, 258], [602, 235], [589, 226], [579, 225], [565, 225], [554, 225], [542, 224], [532, 220], [523, 231], [512, 253], [504, 259], [498, 260], [489, 263], [478, 270], [467, 277], [460, 280], [454, 281], [445, 282], [444, 281], [410, 290], [410, 285], [411, 283], [414, 282], [416, 280], [416, 279], [417, 279], [416, 280], [414, 281], [411, 281], [408, 281], [410, 282], [409, 282], [406, 279], [403, 278], [400, 277], [397, 259], [393, 249], [388, 242], [371, 236], [374, 231], [373, 253], [371, 235], [366, 243], [363, 241], [356, 249], [347, 239], [340, 228], [334, 221], [328, 216], [324, 212], [319, 188], [315, 169], [313, 158], [311, 154], [308, 140], [304, 127], [297, 165], [288, 176], [279, 182], [275, 182], [270, 175], [266, 163], [262, 152], [259, 146], [258, 136], [256, 128], [252, 104], [247, 90], [235, 83], [224, 99], [214, 104], [209, 105], [205, 107], [202, 110], [197, 113], [191, 113], [184, 111], [180, 108], [172, 107], [165, 107], [151, 110], [145, 110], [141, 110], [135, 109], [126, 109], [122, 100], [119, 107], [117, 111], [114, 113], [113, 114], [112, 111], [105, 109], [97, 109], [87, 105], [80, 106], [76, 108], [73, 109], [72, 110], [68, 106], [63, 100], [52, 96], [43, 81], [41, 93], [40, 96], [40, 97], [33, 94], [27, 92], [23, 91], [21, 91], [21, 91], [20, 91]]"
1281,702.64,716.0,"[[787, 362], [781, 361], [774, 361], [767, 362], [758, 363], [750, 363], [743, 363], [735, 363], [728, 363], [717, 341], [704, 311], [690, 293], [676, 283], [662, 278], [655, 273], [645, 274], [628, 273], [615, 273], [606, 273], [599, 275], [590, 277], [580, 278], [568, 274], [556, 271], [546, 270], [541, 268], [533, 267], [527, 268], [520, 259], [514, 254], [508, 251], [503, 236], [496, 232], [493, 230], [477, 270], [475, 276], [472, 279], [465, 286], [458, 293], [448, 299], [441, 302], [435, 303], [430, 305], [427, 303], [423, 304], [418, 304], [415, 304], [410, 303], [408, 302], [405, 301], [402, 301], [400, 302], [402, 308], [400, 307], [399, 303], [398, 303], [396, 305], [393, 306], [390, 307], [385, 304], [379, 300], [374, 295], [369, 291], [365, 286], [361, 284], [358, 284], [354, 282], [349, 275], [348, 256], [345, 235], [343, 223], [339, 214], [334, 206], [330, 187], [326, 173], [318, 163], [313, 157], [310, 154], [307, 153], [304, 151], [303, 148], [302, 144], [300, 138], [300, 130], [303, 125], [292, 123], [277, 124], [267, 123], [271, 123], [267, 123], [258, 123], [247, 124], [239, 124], [235, 123], [231, 123], [221, 120], [205, 108], [195, 110], [185, 109], [176, 110], [169, 120], [147, 114], [136, 112], [127, 112], [115, 112], [108, 112], [110, 113], [98, 115], [94, 133], [90, 121]]"
1288,703.92,716.0,"[[777, 355], [769, 357], [762, 356], [756, 354], [750, 348], [746, 344], [737, 305], [724, 286], [716, 275], [710, 274], [708, 279], [700, 278], [678, 264], [669, 257], [665, 255], [661, 257], [646, 260], [635, 263], [625, 264], [614, 265], [607, 267], [598, 266], [594, 267], [586, 267], [580, 267], [576, 266], [573, 266], [571, 265], [569, 264], [568, 263], [569, 263], [569, 263], [564, 264], [560, 262], [556, 259], [551, 258], [542, 257], [535, 257], [510, 262], [503, 263], [490, 266], [486, 267], [481, 272], [482, 276], [478, 279], [474, 282], [470, 284], [466, 285], [461, 285], [456, 286], [452, 285], [448, 284], [444, 283], [439, 281], [435, 281], [430, 281], [427, 281], [422, 282], [416, 280], [410, 275], [405, 271], [399, 267], [394, 263], [388, 261], [382, 261], [378, 260], [371, 258], [370, 254], [365, 238], [360, 226], [357, 218], [354, 213], [349, 209], [343, 203], [337, 186], [333, 177], [329, 172], [323, 166], [319, 161], [315, 156], [311, 151], [306, 144], [299, 140], [293, 141], [288, 135], [284, 132], [281, 131], [277, 130], [271, 128], [263, 126], [258, 125], [257, 119], [251, 113], [242, 112], [237, 121], [231, 123], [224, 125], [212, 103], [199, 97], [193, 96], [176, 98], [168, 99], [162, 101], [157, 107], [125, 105], [111, 102], [106, 103], [102, 104], [86, 105], [78, 105], [73, 106], [60, 106], [54, 106], [52, 105], [49, 101], [43, 94], [33, 89], [27, 87], [23, 87], [18, 87]]"
1296,705.6,716.0,"[[783, 369], [778, 371], [774, 372], [770, 374], [768, 376], [767, 378], [770, 381], [771, 383], [775, 384], [781, 385], [786, 388], [789, 389], [792, 393], [794, 397], [794, 400], [792, 403], [793, 404], [793, 405], [793, 407], [795, 411], [799, 414], [802, 416], [808, 418], [815, 419], [824, 420], [832, 421], [839, 424], [844, 426], [847, 430], [850, 436], [850, 440], [850, 443], [850, 446], [859, 451], [861, 457], [874, 464], [898, 474], [908, 485], [919, 494]]"
